SMILES,QED,MW,LogP,HBD,HBA
CC1CC1NC1(C)NC(NC2CCC(O)CC2)C2C3CCCCCCC4(CC24)C31,0.5796,401.64,3.746,4,4
CC1CC12CNC1NCC3C4CCC3C3(CCCC5CC5CCCN3CCC1C2C)C4,0.5794,425.71,4.875,2,3
NCC1CCCCC1N1CC(C(N)O)CNC2CCCCC2C1,0.5785,324.51,0.861,4,5
C.CC1CC2CC34CCC(N)OCCC3CCC3CC3NN(C)C3OC3C2(C4)C1C,0.5783,419.65,4.126,2,5
CCC1CCCC(F)C2CC3C(NCC4NNC1C43)N2,0.5772,282.41,0.903,4,4
CC1C(N)C1CCCCN(C)CCCCCC1CCCC1N,0.5754,309.54,3.37,2,3
CCC1CC23CC1NC2CCCCN3C1C2C3NCCCC4C(C)C4C(O)C4CN4CC321,0.5741,440.68,2.049,3,5
CCC(O)N(C)CCCC1CCCC2C(CC1)CCC1CC3NCNCCCC3N12,0.5741,420.69,3.528,3,5
C.CC1CCCC(CN)C1N1CC(NC2C3CC(CCCF)CC32)C2C3NCC(O3)C21,0.5729,436.66,2.747,3,5
CCNC(O)CC1CC2CCC(C34CC5C6CC3C6CC54)C(N)C2N1,0.5724,345.53,1.681,4,4
COC12CC3CNCCCCC4CCN5CCCCC5CC4NCCC3CCC1N2,0.5714,418.67,3.104,3,5
CCCCCC1COC(C2C3C(CNCCCC)C2N2CCCC(C)C32)N1,0.5703,377.62,3.616,2,4
CC(CC1CCC2(N3CCOCC3)CC12)NCC(O)CC1CCC(C2CC2C)C(C)C1,0.5697,432.69,4.315,2,4
CC1C(CCCF)CCC2CC3C(CCC4C3C3C5NC6NCN7NNC4C57C63)C21,0.5696,415.6,2.227,4,5
CCCCCCOCCCN1CNCCCCCC1C(O)CC,0.5695,328.54,3.536,2,4
CC12CC1CN1C3CC4N(C5C6C7CC78N5C68N5C6C5C5CC57CC67)C45CNC5(N2)N31,0.5692,415.55,-0.857,2,7
CCCCC(N)CCC(N)CCC(O)C1CC2CCCCC2C1,0.5691,324.55,3.969,3,3
CC1CCC(C2CC3NCCCC3C(C3CC45CCCCC4C(CCN)N5N3)N2)C1,0.5686,415.67,2.76,4,5
CC12CC1C2CCC1CCC(C2CCCCCCCN2)C(CN)C1(N)O,0.5659,363.59,2.983,4,4
NC1CC2C3NC24C2CC(CCCCCCC2CO)C(O)C4N3C1,0.5655,335.49,0.646,4,5
CC(CCC1(C)CO1)N1CC23CC(CNC2C2NC4CC5C6COCCN6C5OC4N23)O1,0.5641,447.58,-0.323,2,9
C.CCC1C2C3CCCC24C(CC12C(O)C2CCCNC1CC2C5C26C(C)C56C1OC)C34,0.5636,439.68,4.731,2,3
CCC1CC2(C1)NC2C1NCNCCC(F)C2CC(CCC2F)CC2CCCCC21,0.5636,423.64,4.715,3,3
CC1CCCCCCNC2C(CC3C(C)C32)NC(CN2CCCNC2)CC1CCO,0.5634,420.69,2.799,4,5
CCCC1OC1CCN(CC)CC1N2C3CCCCCC4C(CC5CCCCC54)NC312,0.5628,429.69,4.777,1,4
CC.CC1(C)CC1ON1CN2C3NC4C5C6CCN(CC4(C1)N3C21CCC(CCN)NC1)C5C6,0.5618,473.71,1.149,3,8
CCC(C)C1CC2CC1C2CNC1C(C)CC1CCCC(O)C1CC2C3C4CC43N12,0.5616,412.66,4.295,2,3
CCCCC1CC23NC(C4CON5C6CCCNC6C45)CCC24C(CCCC)C4C(O)N13,0.5614,444.66,2.82,3,6
C.CC1CC12C1CC(CC3CCC4(C(N)O)CC5C6CCCCC5C6CC4N3)C3CC312,0.5612,426.69,4.925,3,3
CCC(O)N1C2CC3OC4C(CC56CC7C(C(C)N7CC7CC8NC9CC9OC8C7)N5C46)N3C21C,0.5608,483.66,0.494,2,8
CCC1CCCCCNC2NC23C2CC45C6C7CCCC6N(CN7)C4C5C23CCCC1,0.5602,424.68,3.823,3,4
CCC(O)N1CCC2CCCCCCCNCN(C)CCCC3CC3(C)CCNC2C1CC,0.5599,464.78,4.803,3,5
CCCCC1CC1CC1CCC2N3CCN(C4NCNC5CC(OC)C(OC)CC54)CC3N2C1,0.5594,475.72,2.483,2,7
CCCCC1C2C3CC4CCC3CC4C1N(NC)C2NC1CCC2(CC1)C(C)N2C1CC1,0.559,440.72,4.757,2,4
CCC1CC2C(C1C)C2C1CN2C3C2C32CC(CCCC3CC4C(C)C4CCNC3O)CC12,0.5572,452.73,4.994,2,3
CC1CCC2CCC3CCC4CN(N(C)C)CCN4CCNCCNCCC3CNCCC12,0.5566,462.77,2.481,3,6
CNS1(O)C(C)C1CC1CCNC2C3C4CCCCC4C23CC2NC2CC1,0.5544,393.64,3.484,4,4
CCC(O)N1CC2C3C1C1CC4C(CCC5CCCCC5)C1(C4C1CNNN1)C23,0.5519,400.61,2.485,4,5
OC1C2CCCCCC3CCCC4C(CC31C2)C1CC2C3N5C(C6CNCNC6)C5C23C41,0.5516,437.67,3.208,3,4
CC1CC1(O)CCC1CCC2C(C1)C1C2C(O)C(CN)C2N3C4(O)CC4C123,0.5495,374.53,0.91,4,5
CC(CCCCNC1C2CC(O)OCC2C2CC3C(C)C3CNC21)C(C)OF,0.549,398.56,2.886,3,5
CC1CCC(C2(N)CCC3CCCCCCNCCCC(O)N(C)C3N2)CC1,0.5487,394.65,3.378,4,5
CCC(O)CCC1N(C2NC3CCCCC3C2CO)C2OC13CCC23.CCN,0.5481,395.59,1.788,4,6
CCC1CC2C(CC1OC)NCNC2N1CCN(C2CCC(CC3CCC(C)CC3)CN2)CC1,0.5472,475.77,3.442,3,6
CN1CCC2CC3ON3C3CC4C5CC6CC6C5C3C43COCCC34CC3C5C3C54C2C1,0.5459,434.62,3.481,0,4
CNC1CC(C2CC3CN4C(CC5NC6(C7CC8C9CC9C9CC9CC8C76)C54)NCCCCCC32)C1,0.5458,490.78,4.069,3,4
C.CC1C2CCCC(NCC3C(CCC4NNCCCO4)C4NC34)C1C2,0.5445,364.58,2.244,4,5
CC.COC1CCCCC1NC1CC2CC2C2C(C1)C2C1CCC23C1C2C1C3N1N,0.5436,413.65,3.803,2,4
CCC1CCCCC1CN1C2CC(N)OC3C(CCC4CCC(Cl)C4)C321,0.5435,381.0,4.517,1,3
CC1CCC(C(C)CCNCC2CC3CC4C(CN5CN4CC46CN4C56)N3C2)C1,0.5429,399.63,1.853,1,5
COC12CC13C(N)NC1(CC4CCCNCC41)OC(C)CCCCC(O)CC23,0.5424,393.57,1.712,4,6
CC1CC1(O)NC12CC1C1C(CCC3CCC4(O)CCCCN4CCCN3)C12,0.542,389.58,2.036,4,5
CC1CCC(C2CNCNC2)CC1C(O)NC1CCC(OC(F)(F)F)CC1,0.541,393.49,2.561,4,5
CCCC(O)NC1CCC(C2CCC(Cl)C(Cl)C2)N1,0.5404,309.28,2.788,3,3
CCC(O)C1(C)CCN2N3CC(C4CCC(NC5CCCC6CC65C)CC4)C2(CN)C31CC,0.5399,458.74,3.903,3,5
CCCC1(CCCC(C)CN)N(C)C2C3NCNC3NCN21,0.5396,310.49,0.227,4,6
C.C.ON(C1CCNC2CN2CC1)C1CC2CCCCC2N1,0.5391,312.5,2.222,3,5
CCC(O)N1CCC2C(CCCC2C2(C)CCC(C(N)O)C3NC(C)C(C)C32)C1,0.5389,407.64,2.759,4,5
OC1NCC2CCC(OC(F)(F)F)CC2C2CC3C(CCCCC12)C1C2CC4CC2NCC431,0.5377,468.6,4.286,3,4
C.CC.FCCC1CCC(CC2CCC3C(C2)C2CNC4NCN5NNC3C5C42)CC1,0.5349,437.69,4.035,4,5
CCCC1C2CCNC34CC3CCCCNCCC43C4C5CCCC4C5CC4CC5NC51C423,0.5348,449.73,4.717,3,3
CC1CCCCCCCCCCCCCCCC1NC1NC2C3CN4CNC3N2C4N1,0.5343,432.7,3.666,4,6
CC1CCC(C2C3C(CCN)CCCN32)C2C1CCNC2C1NC2C3NCCC132,0.5342,399.63,1.141,4,5
C.CCC.CCCC1CCC(C2NCC3NCNCN32)CN1.CN,0.5334,344.59,1.447,5,6
CC1C2(O)C(C3NC45CCC(C6CCC(O)C6)NC4C315)C21C2C3CC3C3C2C2C3C21,0.5311,406.57,1.363,4,4
CCC1CCC2C(CC34CCCC5C(CC(C6NO6)NC3F)C54)CC2N1,0.5306,363.52,3.094,3,4
CC12CC34CCC(CCC5(C6C7CCCCC(N)CN76)OC5N)C3C14N2.CN,0.5306,389.59,0.88,4,6
CC.CC(O)CN1CCC2C(C1)C1C3C4NCCC4NCC3C34CC(CC5CC5C)CCCC3C4C21,0.5302,497.81,4.626,3,4
CC1NCCC2CC3CC3(C1C)C2CCCC1CC2N1C1CCCC23CC2CC2C2NCNCCC213,0.5298,492.8,4.748,3,4
CN1CCC2C(CCN3CCCC4C5CC(NCCCNC6CCCCC6)CC45C3)C2C1,0.5292,442.74,3.967,2,4
OC12CCCCCC3C4C5CC(C(C6NNN7CNC8CCCC8C67)C41)N(C5)C32,0.5286,399.58,1.038,4,6
CC1C(C2C3CCCC4(CCC4O)C32)NC(C2CNN3CCCCC23)N2C1C21CCC2C3OC23C1,0.5281,480.7,2.471,3,6
CC(O)CCCCC(C)CCN(C)C1NCN(C(C)C)C2NCCC12,0.5262,354.58,2.418,3,5
C.CCC1CCN(CCCNCC2C(CC3CC4CC34)CNC3CCCC32)N1,0.5257,390.66,3.642,3,4
NC1NCCC23C(CCC12)CC(O)C1CN(NC2CCC(N4CC5CC5C4)CC2)N3C1,0.5252,430.64,0.71,4,7
C.CCC1CCCCCCCCN1C1OC(N)C1CNCCCC1OC(C)(O)O1,0.5249,415.62,3.113,3,7
C.CC1C2C(N)NCC3CNC(C32)C23CC2C2C(C2N2CC(O)C24CCCCC4)C13,0.5247,414.64,1.611,4,5
CCCCC(O)C1CNC2(CO1)CC1C2CC2N(C)N1C2(CC)CCCC1COC2OC12,0.5235,449.64,2.278,2,7
CN1CC(C2CN3NCCC3C3C4CCCCCCCC5NNC54N23)CN1,0.5235,375.57,0.231,4,7
CN1CC(C2CCCC(N3CCC45C6CC(C)(C)C47C6CC5C37O)C2CO)CC1(N)CO,0.5233,445.65,1.439,4,6
CCCC1OC1CCCC1C2N3NNC4C5C6(C)CCCCCCCCC6NC45N3CC12C,0.5225,457.71,4.092,3,6
CCCCCCCNC(C)C1CC23C45CCCC46C5C1C1(CC)N(C)C4CC62C413.CN,0.5215,425.71,4.799,2,3
CCC(O)N1CNC2NC(CC3CC4C(C3)C4C3CCC(C)CC3)C34C(N)OC3CC24C1,0.5214,444.66,2.424,4,6
CCC12C3CC3C13CC23C1C2CNCC2N2C(N3CC4(N)CC34)[SH]12,0.5208,344.53,0.694,3,4
CNN(C)CCNC1CC1CCC1CC2CCCCC(O)CCCCCCCN2C1,0.5199,422.7,3.777,3,5
CCC(O)N1C2CCC1C(CC1CCC3C(COC3N)N1)C2.CN1CC(N)CO1,0.5195,411.59,0.2,4,8
CCC(C)NC(O)C1CNN2CC3C4C(F)CNC(C)C4C4CCCN4C3CC12,0.5184,409.59,0.927,4,6
CN1C(O)C(C2C(Cl)CCCC2Cl)CC2CNC(NC3CCC4CC4C3)NC21,0.5176,431.45,2.468,4,5
CCC1CCC12CC2NC1C2CC(O)NC1C2(C)NCCC1C2C3CCCCC3C12,0.5175,413.65,3.254,4,4
CCCCNN1NN2CCCCC2C12CCCCOCC1CC3C(CC)SC3(C(C)O)C12,0.5159,466.74,3.717,3,7
CC.CNC(O)CC1CC1CCC1CC2C3CC34C2C4N2CCCCC2CCCCCN1,0.5156,445.74,4.768,3,4
C.CC(CCC1CNC(C2C3CC4C5CCOCC5C4CC32)NC2CC12)C(C)(O)O,0.5149,420.64,2.818,4,5
C.NC1CCNCCC(C2CCNCNCCN3CCCCC3C2)CC1CC1CC2CC2C1,0.5149,461.78,3.793,4,5
CCCC1CC12CCCN(CCCCC1OC13C1N3CC34CC35CC145)C2,0.5138,354.54,3.632,0,3
C.CCC(O)N1CCC2C(NC3CCCNCCC(CC4CN5C6CC(C)C5C46)N3)C21,0.5125,433.69,1.8,4,6
CC1CC1CCCC(C)C(O)(O)CC1CC(C(C)C2CC3CC4NCC3C42)C1,0.5115,389.62,4.426,3,3
CC1CC1NC(O)C1CNN2CCC(N3CCCC3C3CC(F)CCC3F)NC12,0.5104,413.56,1.325,4,6
OCC1CCC(CC2CCC(C3CC4CCNC4NCNCN3)CC2)C2CC12,0.5094,390.62,2.229,5,5
CCCCC1C(CC)C(NCCCN)N2C1(CO)CC1C3CN(C4CC4)C312,0.5088,376.59,1.954,3,5
CNCNC1CCCC12CCC1NC(CCCN)C3(C1C2)C1CC2(CC4CC42)C13C,0.506,412.67,3.224,4,4
CCC(CC1NCC1CNC1NCC2C3C1CNN23)C12CCC3CC3C1C2,0.5058,371.57,1.133,4,5
CN(CCC1CCC(F)CCCCS(O)(O)C1)C1NCNC2NCCC21,0.5056,392.59,2.389,5,6
CCC1CCN(CNC2NC3CCCCC3CNC3CCCC(O)C32)CN1,0.5052,379.59,1.172,5,6
C.CCC(CC1C2NC3CC4CC43C2N1C)NC(O)C1CNC2CCCCN21,0.5052,391.6,0.916,4,6
CC1CC23CCC45CCCC(O)CCC4NN(N)C5C2C3C1N,0.5025,320.48,1.122,4,5
C.CCCC(O)NC1CCCC2C3CC(CC(O)O)C4(CCCC4CC)C123,0.5024,381.6,4.033,4,4
CCC(O)N1CCC2C1C21C2C3NNCC4N1NC(C1CCC(OC5CCCCC5)CC1)C342,0.5012,457.66,1.729,4,7
CCC(O)CC1C(C2CC2)CCC2CC(C(CC)N(N)O)C21,0.4988,310.48,3.179,3,4
CCCC(F)NC1C2CCCCCCC3CCNNNNN3CCC21,0.4976,356.53,2.123,5,6
CCC1CC1C1CN(CC2NC3CCCC32)C1NCC1CC1C12C3C(CCN1O)CC32CC,0.4976,454.7,3.536,3,5
CNC(C)C(CCC1CC2CC2C1)CC1NC(C)NCCCCNCN1C(C)C,0.4972,407.69,3.33,4,5
CCNN1CC12CCCCC21C2CC3NN(C)CC31C(OC(C)C1CNC(O)C1)C2,0.4968,419.61,1.056,4,7
CCCC1CC2CC2C1OCC1C2CC3CC4(C5CCCC6C7C(CCCN5)C67)NC4C32C1(C)N,0.4963,479.75,4.326,3,4
CC1C(C)C1CCC1C(CCCC2CCNCC2CCN)N2CN2N2CC3C4CC(C12)N3C4.O,0.4957,474.74,1.749,2,6
CCC1CCCCC1NCNC(CC)C1C2C1C13NC1CCN23,0.4954,318.51,1.873,3,4
CCC12CC(C)C1CC13C(C2)NCCC1NC1C2CC2CC2(C4(O)ON4CCCC4CC4C)CC132,0.4949,481.73,4.267,3,5
C.CCCC1(O)OC1CCCC1CCNCCCNONCCC2CCCC2C1,0.4948,413.65,3.902,4,6
CCCCCCCC1CCC(C2NNN3CNN4NCCC4C23)CC1.CCF,0.4942,398.62,3.246,4,6
CNC(O)CCCC1NCCC12CNC1C(C)C3C4C56C7CC5C7CCC6N3C4(C)CC12,0.4938,440.68,2.158,4,5
CCCCCC1NC12NC13C4CC(C)CC1C4N3N2CC1CC2C(N)CC12,0.4926,371.57,2.052,3,5
CC1CC(O)N(NC2C3CC(C45CCCCC4C5)SC3NC3C4CCC(S4)N32)C1(C)CN,0.4904,479.76,2.689,4,8
CN(C1CC(CS(O)(O)C2CC3CCCCC32)C1)C1NCNC2NCCC21,0.4895,398.62,2.438,5,6
C.CCCCCCC1C2NC3CCC(CS(O)(O)NC)CC3C12,0.4893,346.58,4.481,4,4
CC1CC(CCCCN2CC(C(C)N)C(N3C4CCCNC43)N2)C1,0.4884,335.54,1.706,3,5
CCC1(CN)C2CC(N)CC2CCC1C1C[PH]12C1NC1C21CC12C1CCCCC12,0.4879,415.61,3.498,3,3
CCC1C2NCC3(C(C)C4C5CC3C4CC5CC(O)NCCC(N)CF)C12,0.4878,379.56,2.124,4,4
C.CCC(O)N1CCC2CCCC23C(CCC(CC2CCC2CCO)C2CN2C)CC13,0.4876,434.71,4.741,2,4
CCCCCCCC1NC23CC(N4CCCC(NC5CC5(C)F)C4)N(C4C(O)CC42)C13,0.4874,434.64,2.775,3,5
CC1CCCCC(C2CC3CC(CNC45CCC(CC6C7CC76)N4O5)CC34CC35NN3CC45N2)CC1,0.4872,493.74,3.949,3,6
C.CCCC1CN2NCC3CCC2C1C3CCCCCCN1CC1C,0.4869,349.61,4.538,1,3
CCC(O)N1CCCC(CC2CC(C)NCCCC(C3CNCCN3)N2)C1,0.4868,381.61,0.867,5,6
CC1NCC2CCCC3(CCCC(NC(O)NC4CCCCNC4)CC3)C21,0.4859,378.61,2.311,5,5
CCC(CCCCN1C(C)(C(C)O)CN2CN3C4CCSC4C231)C1CC1CCCN,0.4855,436.71,3.13,2,6
C.CCCCCCCCC(CC)N1C(C(C)O)NC2CNC3CCSC3C21,0.4852,399.69,3.978,3,5
CCC1CCNO[SH](O)N(C)C12CCN1C3C4C(CCCC12)C1OC143,0.4851,369.53,1.936,3,6
CCCC1C(CC)C(O)N(I)CCCC23C1C14C2C1(C1CCCC1)NN34,0.4848,471.43,3.693,2,4
CCCCCCC12CCC(CNCCCN)C1(CN)C2CC,0.4848,309.54,3.277,3,3
CC1CC23C(N1)N2C31CCC(NC2C3CN2NCCC3CC2C3CCCCCCCC32)C1.N,0.4845,456.72,3.584,4,6
C.CCCCCCCCNC1CC2CC2CC1S,0.4828,271.51,4.67,2,2
CC1OCN2C(NC3C4C5NC46C34CC546)CC(NCCC(C)(N)F)C12,0.4828,349.45,-0.542,4,6
CC(CN(N)CS(C)(C)O)C1CC2CC(CCC23C2CCN4CC35CCC245)N1,0.4821,408.66,2.678,3,5
CC(F)(F)OC1CCC(NCN2C3C4CC(CNCN)C5CC6CC(CC27C(C4)C67)C53)CC1,0.4811,464.65,3.351,3,5
C.CCN1CC2CC3(CN4CCC(CC5CC5C)CCCCC(CC(C(N)N)NN3)C4)C21C,0.4807,462.77,3.13,4,6
CC1C(CCCO)C12C1CCC3(N)C(CNC(C4C5CCCC4O5)C12)P3CC1CC1CF.F,0.4805,484.61,3.854,3,4
CC(C)C(O)NCC1CC1CC1NC(CC23C(C)C4C5CCCCC52OC43)N1,0.4803,389.58,2.405,4,5
CC12C(CCC(CN3C4CC(C5NNN6CNC7NCCC7C56)CC43)C1F)CC(F)C1CC12,0.4799,462.63,1.756,4,6
CCCN(CC)C1C2CC(C3(NC)C(NCO)CC4C3CC43CCC(CC)CC3)CC21,0.4781,431.71,4.236,3,4
C1CC2CC(C1)N(CCCC1CCC34CCCCN3CC4C1)N2.NCCCCCCO,0.4779,434.71,4.05,3,5
C.CCC1CC(CCC2CCCC(C3NNN4CNC5NCCC5C34)C2C)N1.F,0.4777,412.64,2.306,5,6
CCCC1CCCCC1CC1C(NC(C)O)CCC2CCCN21.CS,0.4773,370.65,4.452,3,4
C.OCC1CC2NCCCC3NCCCC3CCC2CC1CC1NC12CC1CCC3C1CC32,0.4766,457.75,4.324,4,4
CCC1(C)NC12CC2CCC(C)C(C)CCCC1NCNC2NCCC12,0.4759,362.61,3.194,4,4
CC1CO1.CNC1CCC(CCC(N)CCCC2CNC3CCCC3C2)C1N,0.4755,394.65,2.773,4,5
C.CC(CC1C(CN)C2NC3CCCC312)C(O)NC1CCC(OC(F)(F)F)CC1,0.4752,421.55,3.12,4,5
CC12CC(C3CC3C3CCC(C4CCCC5NC(NC(O)C6CC6)NN54)CC3)C3CC31C2,0.474,440.68,3.755,4,5
CCC12C3CCCC4CC1C(C43)N2C(NC)NCCCC1C(C)C2CC3CC3C12,0.4724,397.65,4.296,2,3
NC1CC2CC3CC3CCCC2CCC23C4C5NCCC46C54CC5CC7CCCC75C4NC26C3C1,0.4716,473.75,4.845,3,3
CCCNCC(CCCC1C2CCCCC2CN1NCC)C(C)CN,0.4714,352.61,3.382,3,4
CCC(O)C(C)CNCCC1CC2CNCC12C1CN(C2CCCCCCCC2)C1C,0.4711,433.73,4.422,3,4
C.CC1NC2CCC1C1NC(O)C3CN4CC5(CCC6(C7CC8NC8C7)CC65)C4C3C1C2,0.4707,440.68,2.156,4,5
CCC(O)N1CCC2C(NC3C4CC4(F)CNC4NC5(C6C78CN9CCC97C658)N43)C21CC,0.4699,442.58,-0.212,4,7
CCCC1(CN(C)S(C)(O)O)N2CC3C4CCC5CC4C21C53CC1C2CC3CCCC(N)C321,0.4681,475.74,4.636,3,5
CCCCCC12NC1C(C1CC3(N)CCCC13)N1C3CC(C)CCC3C1C2C.N,0.4678,402.67,4.464,3,4
C1CC2NCN3NNC(C4CCNC5NC6C7CCC(C7)C6C54)C3C2C1,0.4662,358.53,0.348,5,6
CCC(CCF)CCNCC(NC1CC2(C)C3(F)C(F)C23N1)C1C2CCCC21,0.4656,399.55,3.494,3,3
CCC(O)NC1CCCC2C3(CCC1)CC(C(N)O)C14NC56CC(CC231)C4C5C6,0.4654,401.6,2.067,5,5
CCN(CN)C1C(C2CCC(C)CC2)NCC2CN3NC4(O)C(CCN3C21)CC4OC,0.4647,436.65,0.54,4,8
CC1NNCCC1C1(C)CCC2NC(NC(O)CCCF)SC2C1,0.4647,360.54,1.694,5,6
CN.CNCCC1CC1CCCCCCC1NCNC2CCCC12,0.4627,338.58,2.835,4,4
CCC(O)N1CCCCCC2CC(N)CNC2NC(NC2CC3CCCCN3C2)C1,0.4616,422.66,0.986,5,7
CC1C(F)CNCCC2CC3C4CCCN(O)NC4(F)N4C(C2)C134,0.4616,342.43,1.646,3,5
CCOC(O)NC(N)NC1CCC2C(CCC3CCNC2C3)C1,0.4609,326.49,0.667,5,6
CCC(O)N1C2CCC3C4CC5C6CCCC(NC(N)CCC7CC7)C6C5C3C41C2.N,0.4602,430.68,3.845,4,5
C.COCC1C(C)NCNC(N2CCC3C45NCC(CCC6CCCCN6)CN4C325)C1C,0.4602,448.7,1.572,4,7
CN(CCC1CCCCN2OS2(O)N1)C1NCNC2NCCC21,0.4595,346.5,0.132,5,8
CCCCC12CC1CC2CC(C)C1(C2CCC[SH]2O)N(C)C2C3CCNC3NCN21,0.4593,436.71,3.632,4,5
CCCC(CCNC(O)CC)CC1NCCCCC2CCCCC2C2CN3CCC2C13,0.4585,433.73,4.77,3,4
CCCC1CCN(CNC2CC3C4CC2C4C2CC3C3C4CCC3C24)C1CCN(C)N,0.4579,426.69,3.782,2,4
CC.CC.CNS(O)(O)CC1C2CCNC2C2C3CC1(C)C2CCCCC3O,0.4576,418.69,4.725,5,5
CC1CCC2NC2C1C1CCC2NC(NC(O)C3CC3F)SC2C1,0.4574,355.52,1.796,4,5
CCCCC1C2CCNC(O)CC(C)N1CN1C2C2C3(C4CNNC4)CNC213,0.4571,390.58,-0.151,5,7
CC1CCCCCCCCCNC2NCC3CC(N4C5CC6(C)CCC5CC46)C3NNCCC12,0.4568,471.78,4.396,4,5
CC(CCCCNC1C2C(CC3CC3)C1C1C2CN2CC12)CC1CCN(C)C1,0.4568,385.64,3.699,1,3
CCCC1(C(C)(O)NCCF)CC2C3NNCCC4CN(CC)CCCCCC43CN21,0.4566,439.66,2.246,4,6
CCCC(CNC)CC1CC2CNCC2C2CN(CCNC3CCC4OC(F)(F)CC4O3)C12,0.4565,470.65,2.645,3,6
CC.CC(C)CCCCN1CC1C1CNCNCCCCCCC2C3CN1C21NC31,0.4559,419.7,3.222,3,5
CC1CC1(O)NCCC1CNC23C(CCCC1S)CN2C1CCCC13,0.4556,365.59,2.193,4,5
C.CCCC1C(O)NC2CC(CC3CCC4CC5NC5CC34)C(S)C21,0.4554,366.61,3.43,4,4
NCCC1(N2NCC(C3CC(C4CCCCC4)CC4NCCCC43)N2)CC(CN)C1,0.4538,418.67,2.111,5,6
CCC(O)N(CC)CCC1CC2C1CC1CCC2C1CC(C)CC1CCC(OC)CN1,0.4537,434.71,4.909,2,4
CCCCC1CC2(C3CC(O)N4C(CCC5CC(C)O5)CC34)CC2C1C1CCCN(C(O)CC)C1,0.4533,488.76,4.998,2,5
CCCC1CC23C(CCCN1C(O)CC)C2CC1(CC2CCCCC2CNNC)CC13,0.453,431.71,4.932,3,4
CCC(O)CCCCC(C)C12C(CC)C1C13C2N2C4CCCCC4CC2C12C1CN1C23,0.4527,424.67,4.678,1,3
CCCCC1C2CC3(C)CC4(CNCC5CCNC54CCNC(O)CC)C(C)CC123,0.4526,417.68,3.895,4,4
COC(C)C(O)CCC1CC(C2CCC3NCC(C4CNN(C)C4)NC3C2)CCCC2CC1C2,0.4526,476.75,3.16,4,6
CCCC(C)NN(CCC(C)N)C1NC1C1CCCCC1,0.4519,296.5,2.597,3,4
CCC(O)CC1C2CNCCC(Cl)C2C12CCCNCCCN2N,0.4518,358.96,1.298,4,5
CCCNN1NC(C)C2(CC)C3CCCCN3C12.CCNN,0.4513,312.51,1.17,4,6
CCC12C(CCCO)CCCC13NCCC1CNC4C(CCC5CCCCC5)CC4C1NC32,0.4508,457.75,4.613,4,4
CCCC(O)N1CCCC1C1(C)NC2OC(N)C23C(N1)C31CCC(OCC2CCC3CC23)CC1,0.4505,474.69,2.48,4,7
CCCCNC(CC)C1CC2CCCNC3NC3CCN3C4CC(C)CC4CC23C1,0.4504,416.7,4.112,3,4
CCC(C1CCC(CNC2C3C(O)NCCC34C(C3CCCC35CC5)N24)C1)C1(O)C2CN21,0.45,442.65,1.676,4,6
CC1CCC(C)C(CC2COC23CCC(C2CNN4CNC5NCCC5C24)CC3)NC1N,0.4498,446.68,1.562,5,7
CC(N)CC1NC(CC(C)N2CC3NONCCCCCCC3C2C)C12CCCC2N,0.4494,436.69,2.019,5,7
CC1NCC1CCCNC1NNCCCCC2C3C(CCN)C2C13,0.4494,335.54,1.025,5,5
CCC1(O)C(C)C1CCCC12CC1C1NNC(O)CC(CCN2)C1C1C2CC3CC3C21,0.4488,429.65,2.635,5,5
C.CCC(O)NCCC1CCCC2NCC(C3CN3)C2CC1,0.4479,311.51,2.087,4,4
CNC1CCC(C2CPC3C4NC(N5C6CC(O)C(C78CCCCCC7C8)C65)C4C23)CC1,0.4475,457.64,3.389,3,4
CCCCNCC(C)CC(C1CCC2CC(CN)CC(CN)CN21)N1CCCCC1,0.4474,421.72,3.033,3,5
CCC(O)N1CCCC2NC3(CC21C)NC12NC4(CC5C6CCCCC6CC54)C14C3CN1C3N1C324,0.4472,478.69,1.356,4,7
CCC.CCC(O)NCC1CC1C1C2CC3CCC(O)CCC4CN3C2C(C(C)O)CC41C,0.4471,464.74,4.004,4,5
CN(C1CC(NS2(O)OC3C(C4C5CC54)CN32)C1)C1NCNC2NCCC21,0.4452,396.56,0.027,5,8
CC1CC1COCC1CNNNN2CC3CC(OS4(C)CC4C)CC3C3CNCC2C3C1,0.4448,467.72,1.875,4,7
CCCCCC1C2C(CCCNC(O)CCC)N1C1C3CCCC3N21,0.4434,349.56,3.3,2,4
CCC(O)N1CC2(C)CC(N3CC(C(N)O)C(C4CCC(OC5CCCCC5)CC4)N3)C12,0.4417,450.67,2.168,4,7
CC(C)C(O)NC1CC2C(CC1C)C1CNC3N4CC5(CCNCC5)C34C12,0.4417,374.57,1.194,4,5
CC.CCCNC1(O)C(C)CCNC2CC(NC3CCC(Cl)CC3)C21,0.4412,374.01,3.227,4,4
CC(C)NCCCC1NCCCCCOCC2CC3CC2(C)C(O)C3C2NC3(CCC4(F)CC43)C12,0.4409,491.74,3.795,4,5
CN1CCC2NC34NCCCOCCCCCCCCC3C4CCCC2CCCNCCN1,0.4401,463.76,3.638,4,6
COC1CC2C3CCC4CC(C5NCN5C(CCCCCCN)C5CC56CC6C)NC4C3C12,0.4391,456.72,3.537,3,5
CC1N(C23CC4C(C4C45CC6CC64C5)N4C5C(C2)C(C)C543)C2(C)C3C4CC5CC(Cl)CC4N2C513,0.4385,476.11,4.147,0,3
