SMILES,QED,MW,LogP,HBD,HBA
C.COCCCCCCC1CC2CC34C(NC2CCCCN1)NC3C1C2CC3C(CC35CC5)C1C24,0.4286,483.79,5.326,3,4
CC1CC1CC1CCC2C(C1C)C1C(CCCC3CCC4N(C)C3C4(N)NC3CCCCC3)C21,0.4285,467.79,6.027,2,3
C.C.CCC.CN(CCCCS1(C)CN1)C1NCNN2NCCC12,0.4283,364.65,2.267,4,6
C.CC1CC1CCCCCC1CC1C1CCC2NCCC3CC3CCCCC2C1,0.4283,401.72,7.84,1,1
CC1CCC2CC1C(N1C(CC(C)(N)CN)C3CCC4C(C(O)NC56CCCCC5C6)C4C31)C2,0.4283,470.75,3.443,4,5
CC(C)C1CCC(C(CCNC2CCC3C(C2)CC32OC2C)CC2CNC3CC3C2)CC1(C)O,0.4283,472.76,5.14,3,4
C.CCCCCCCC1C2C(CC(C3CCCCC3)N1C)CC1C3C(C)C123,0.428,373.67,7.154,0,1
CCNC1CCC2CCC3C(CCCCC21)C12C3C1C1C3CC4CC45CCCCCCCC5C1N32.N,0.4278,493.82,7.191,2,3
CCCNC12C3CCCCC3CC1C2C1CC1(C)C1CCCCC1NCCC(O)CC,0.4277,430.72,5.517,3,3
CC(C)(C)CNCC12CC3CC3C(C)(CC1CC1CCCNC3C(C1)CC1C3C13CCCCC3)C2,0.4274,480.83,7.429,2,2
C.CC(C)C1C2C3CC4CCC5CC5C4N2CC31CCCC1CCCCCCCC1C,0.4273,427.76,8.18,0,1
CCC(C)S12OC1N1C3CCCN(C4NCC(C(C)O)C56C7CC8C9(CCN%10CC9C(C)C%10O)C78CCN5N46)C3C12,0.4271,586.85,1.736,3,9
CC.CS1(NCCCNC(C2C3C4C5C6C7CCCC76C3C245)C23CCCC(C2)O3)CO1,0.427,446.7,4.452,2,4
CCCC1CC(CC2CCC3C(C2)C2CNC4NCN5NNC3C5C42)CC1CCCN,0.4269,430.69,2.388,5,6
CC1CCC2CC3(CC12)CN(C)CC3C(N)O.CCCCCC1CC1CC1CC1N,0.4268,419.7,4.208,3,4
C.C.CCC(CC)C1(C)CCCC2CN2CC1.CCCCC1C2CC3CC312,0.4267,377.7,7.792,0,1
CCC12CCCC1C21CCCC(CC(C)CCCN(C)OC(C)C)C23CCCNC2C31,0.4266,430.72,6.429,1,3
CCC12CCC1CC1CC1N(C1(CC3C(O)NC4C5CC(C(F)N(F)Cl)C5C34)C3C4CC4C31)C2,0.4264,494.07,4.336,2,4
C.CCC(O)C12CCCCCC3CC4CCC5CC5CC4C34CCCCCC14CCCCC2C,0.4257,470.83,9.563,1,1
C.C.COC1CC2C3CCN4C(C3)C(C3CCCCCCC5CCCCCC5C3)CCC124,0.4256,445.78,8.094,0,2
CCC1CCC(C(O)NC2CC(CN3CCN(C)CC3)CC(C(F)(F)F)O2)C2C3NC4CN5CC4CC3CCC125,0.4256,569.76,2.703,3,7
CCCC(C)CC(C)CCC1C(C2CC2CC2CCCCC2)CC2NC21,0.425,359.64,6.812,1,1
CC1CC(C)CC(CCNCCC(N)C2CC3C4C(CCC5CCCC5)ONC34C2)C1,0.4249,431.71,5.024,3,4
CC(C)C1CCCCCC2CCCCC(CCC1)C1C3CC4CCC3CC1C24,0.4248,384.69,8.498,0,0
CC1C(O)C2CCC3CC4NC5CCCCCCCCCC5CC4C3C3NC3CCCC12,0.4245,442.73,5.657,3,3
CCNCCC1CC2CC(CC(F)(F)F)CCC2CC2CNC(CCC3CC3C)CC12,0.4244,442.65,6.411,2,2
CCCC1CC1CC.CCCC1CC2CCCC3NC4CC(F)CC4C3C3CC3C3CC3C2C1,0.4241,471.79,8.422,1,1
CC.CCNC1C2C(CCCC3CCC4CC3C4CCN)NNCC12CN,0.4239,379.64,2.223,5,5
CC1CC1C1C2C3CCC4C56NC(C7C(N)N7C)C45C36C1N2CCCCCCN,0.4238,397.61,1.18,3,5
CC1CC(ON)CCC2C1CCCC1C3CNC45CCC6CCC(C7CCCCC7)NC64C5CC3C21,0.4236,495.8,5.803,3,4
CCC1CCC2CC1CNC1CCC3CC4C5C6CCC6CCCC5C4C3C1CCCCC2CNC,0.4235,494.85,7.531,2,2
C.CC1CCN2CCCC3CCCCC3CC(C3CC4CN5CCC(C6(C)CO6)C45C3)CC2C1,0.4233,470.79,6.609,0,3
C.CCCN1CC2C(CC3CC4C3CC4C3CC(C(CC)CNCCCN)O3)C21N,0.4232,420.69,3.034,3,5
CC1CC2CCCCC2C12C1CC3CC4CCCCCCCC4C3C2C1,0.423,354.62,7.472,0,0
CC.CN1CC1CCCCCC1NCC23C(N(C)C4C5C(C6CCNC6)C54)C1N2C3(C)C,0.4229,443.72,2.618,2,5
CC(CC1CCC(C23CC2C3)CNCCN1)CC(C(C)C)C1CCCCCCCCCC1,0.4228,444.79,7.574,2,2
CC(NC1CC1(N)O)C1CCCCC1CCC12CN1C13CCNC1C23,0.4223,346.52,0.769,4,5
CCC[SH]1COC1CCC1CCCCCCCNC2NC23OC3CCCN1,0.4222,399.65,3.198,4,5
CC.CC(C)CCNCCCCC1C(CC2CC2(C)C)CCC2CC21,0.4221,349.65,6.917,1,1
CC1(C)CN2CC3NCC4C5CC6CCC7CCCCC7C7CC7C6C45C32CNCCC1(C)C1C2CC3CC3C21,0.4219,543.88,6.045,2,3
C.CCN1NCC(NC2NC3C(CCC4CCCCC4CCCN)CC23)N1,0.4219,380.63,2.142,5,6
C.CC1CC2CCCCC2C1C1CC2CCCCC2C1CC1CC1C12CCCCC1C2,0.4218,424.76,9.134,0,0
CCOCN(C)CCCCC1CNC2CCCCCC3NC(CCC1C)CCN(C)C3C2,0.4216,450.76,4.472,2,5
CCC(CCC1CCCCC2CN2CC1)C(C)CC1CCCCOC2CCC2C1,0.4214,403.7,7.069,0,2
CCC1CNCC2C(CO)C(CCCN3OC34CC4C)N2C1CC1CCC(OC2CCCCC2)CC1,0.4213,503.77,4.707,2,6
C.CC1CC2CC2C1CCC1CC1CC1CCCCC2CC3C(CC1)C21CN(C)CCC31,0.4206,439.77,7.895,0,1
C.CC1CCCN2CN3C4(CC5CCCCC5(F)O4)CC34C3(C1C)C1C5C(C6CCC7CC765)C1C234,0.4204,480.71,6.039,0,3
CCCC1(C2C3CC(C4NC45C(C)C4CCC(F)C45)CC32)CC(C)N2C3C(CC21)C1CCCCCCCN13,0.4201,523.83,6.617,1,3
C.CCC(CCNF)NCC1CCC(CC)C1CCN1CC(C2C3CCC4CC432)C1,0.4201,421.69,5.275,2,3
CC1CCCC(CCNC(F)CC(C)C2C3CC3N3C(CN4C5OC54C)C23C)CCC1,0.4201,433.66,4.744,1,4
CCC(CC1CCCCC1C)CN1CC(C)C12C1CC3C(C)N(C(O)CC)C312.CNN,0.4199,434.71,3.82,3,5
CC1CCCCCCC2C3CC12CC31CC2(CC3CCC4C5CCCCC5C4C3C2CN)NC1C,0.4192,478.81,7.167,2,2
CCC(O)N(C)CCCC1(C)CCCCNCNC2(CC3CCCC4CCCC43)CC2N1,0.4191,448.74,4.213,4,5
CC1C2CC12.CCCC1CCC2CCC(C)CCC2CCCC2C(CCN[SH]2C)C1,0.4186,435.81,7.996,2,1
CC12CC3NCCC(N)C(C4CCC5C4NC4OC45)C1CCC2C3CCCCN,0.4182,402.63,2.196,4,5
C.CC1CCC2CCCC3CCCC(C)C(C4C5n6on6C6CC7CCC6CC745)CC3CC12,0.4179,454.74,8.346,0,1
C.CCC(O)CCCC1CCCCC2CC3CCC4CCCC5CCCCCCN5C4C23CCC1,0.4176,487.86,9.144,1,2
CCC1C2CCC3C(C)C4CCCCC4C4CCCCC4CCC(C1C2)C1CC31,0.4175,396.7,8.354,0,0
CCCCC1CCC2C3(CCC)C4C5CC(N(C)CC6CCCC(CC)C6)C(C54)C123.CN,0.4173,442.78,6.977,1,2
CCCCC(C)CC(O)CCC1CC2CC(CCC3CCNCC3)CC3C(C1)C23,0.4169,403.7,6.422,2,2
CC.CCC(F)CCC(NC(CC)CC1NC2CCCNCCCC2N1)C(C)C,0.4168,414.7,4.744,4,4
CC(O)(C1CCC2CC2C1F)C1CCC2(C3CC(C4CCC5CCN(O)N5C4)N4CCNC(N)C34)OC12,0.4168,519.71,1.707,4,8
C.CCCC1CN1C1CCCC2NC3C(C4NN4CCC21)C31CC2C(C3CC34CCC3C(CC3(C)C)C4)CC21,0.4168,534.88,6.277,2,4
CC12CC3(CN(N)C34CC3CC5CCN6CNC7C8CCCC87C6C5C34)C1C1(C)C3CCCC2N31,0.4167,475.73,3.012,2,5
CCN(C)CCCCC1CCC2NCC3C(C4CCC5CCCC5C4)NC4(C2C1)C1NC314,0.4167,440.72,3.764,3,4
CCCCOCC(Br)CCCCCC1CCNC1NC,0.4166,349.36,3.672,2,3
C.CCC1CCC(CC)C(CCCC(C)CC2CCC(C)CC2)C1,0.4165,336.65,8.498,0,0
CC(F)CC(N)CC1N2NCC(C3NC4CCNCCCCC4C4NCCCC43)N12,0.4164,423.63,0.686,5,7
CC(O)CC1CCC2CC1CC1CCCNC1C1CCCCCNC3OC3C1NCC2O,0.4162,449.68,2.386,5,6
CCCCCCCC1CC1C1CC2CC3C4C5CCC4C5CC3C21CCCO,0.416,384.65,6.69,1,1
CCC(O)N1CCC(C23NN(C4CCC(CCCC5CC6CCC56)CC4)C4CNOC42N3)C1,0.4154,459.68,2.531,4,7
NC1CC2C3C(CC3C34CCCCCC3C4)CC1C21CCC2CNCC3C(CCCC4(F)CC4)C3C2C1,0.415,508.81,7.117,2,2
CCC(CCCC1(C)CN1C)CC1CC(CCC2CC2CCN)C2CCNC(O)C12,0.4145,419.7,4.222,3,4
C.CC1CCCCC1CCCCCC1C2C3C(CCC45CCCCC4C15)C32,0.4141,370.67,8.108,0,0
CCCCN1CC2(C)C1C1C3C(CCC4CCNN5NC5CCCCNC(N)C5CCCCC45)CC312,0.4141,498.8,4.045,4,6
CC(CCCCN)C1CC2C(CC1N)NN2C1NC2CC34C5CCCCC5C3C4C2N1,0.4139,428.67,1.716,5,6
CC(C)C(C)CCC1C2CCCCCC2C1CCCC1CCCC23C4C5C(C12CN)C543,0.4137,423.73,7.293,1,1
C.CC1CCCCCCCCC2C(CCC1C)CC1C3CCCCCCCCNN1C23,0.4134,432.78,8.363,1,2
C.CCC1CCC(CC23CC2C2COCCC(C4C5CCCCC6CC6CCCC54)CC23)C1,0.4123,454.78,8.76,0,1
CC(F)CC1CNC23NC(CC(C)CC(O)NC4CCCC5CC54)CCC(C)C2C13.Cl,0.4121,458.11,4.219,4,4
CCCC1NC(C2CCCN2C(O)CC)CC1CCC1CC2C(CC3CCCCC3)CC12,0.412,444.75,6.349,2,3
CCC1(C)CC23C(CCC45CC4CCC52)CNC3C2C1C1CC1C1CC3C4NC4NCCCNC3N2C1,0.4119,505.8,3.37,4,5
C.CCC(O)N1CCCC(CC2CCNC3NN3C3C(C4CCC(O)NC4)N23)C1,0.4118,410.61,0.247,5,8
CC1CC23CC24CN4C2CNC4CCC5CC5CCCCC5C6CCC6C5C4CC2CC32C(C)C12,0.4114,474.78,6.352,1,2
CC1CCCC1C1N2C(C(CI)C(N)O)C13C1CC4C5C4C5C123,0.4113,426.34,2.068,2,3
CCC1CCC1C1CC1N(CC)CNC1CCCCNCCNN1N,0.4109,352.57,1.46,4,6
C.C.CCCC1NC1CCN1CCNCCCC2C(C)CCCCC3CC3C2C12CCCCC2,0.4109,475.85,7.256,2,3
C.CCCCCCC1C(C)C1CCCN(C)CC1C2C(C)CC13NC23,0.4108,348.62,5.183,1,2
C.CCC1CCCC2C(C1)C1C(CCC3CCC4C5CCCC5CCC4C31)C1O[SH]2O1,0.4106,448.76,7.92,1,2
CCC(O)NCCCCCC1CC1CC1C(N)C2CC3C4CC2(C4C)C13,0.4106,360.59,3.756,3,3
CC1(F)CCCCCCCCC23NCC4C5C67CCCC56C7C45C4CNCCC(C2C13)C45.CC1C2OC12,0.4105,508.77,5.729,2,3
C.CCS(O)(O)NC(C)CCCC1CN2C3CC3C3(CCCNCNCC3)CCN12,0.4104,445.72,3.457,5,7
CC1(C)CCCC2CC2CCCC2N3C4C(C23CC1)C1(CCCCO)N4C12CCCC2CCN,0.4104,469.76,5.28,2,4
C.CCCCCS(O)(O)CC1CC(N(C)C2NCNC3NCCC32)C1C,0.4102,390.64,2.932,5,6
C.CCCCCCCCC(O)C(CC)C1CCC1CC(O)CC,0.4102,328.58,5.947,2,2
CCC1(N)CC(OC)CC(N2CC(C3OC3C)CCC23CCN2C(C3)NN3C4C(CN)C3(C)C42)C1.N,0.4096,505.75,1.402,4,9
CCC(CCCC1C2CC3CC34C2C(C2OC12)C1C(O)NCCCCN(C)[SH]14)C1CC1C,0.4094,462.74,4.179,3,4
CC1CCC2(CN3CCCNCCCCC(CN4C5CC6CC6C54)CC3)CC34CCCC(CCC3)C4CCN2C1,0.4088,550.92,6.402,1,4
CC(O)CONC1CCCC2(C1)C1CC(N3C4CCC(C5CCC6CC65)CC43)C3C(N)CC3C12,0.4088,469.71,3.698,3,5
CCC1(O)NC12CCC1C(C2)C2NC12C(F)C1NCNC2CC34C(CCC5C2C3C54)OC1C,0.4086,458.62,1.243,5,6
CCC.CCCC1CCC2CC3CC23CCCCCCCCOCCC2CC(CCCC1N)C21CC1,0.4085,501.88,9.69,1,2
CC1NCNC(N2CC3CC34C(C3CCCC(NC5CC(O)CC(Cl)C5)C3O)C24)C1F,0.4084,457.03,1.15,5,6
CCC(O)N1CCCCN1C1CNC(C)(C)C2C(CCCCC3NC4(CC2O3)CC2C3CCC5(CC3C5)C2CO4)N1,0.408,571.85,3.758,4,8
CCC(O)N1CCC(C(O)C(C)C23CCC2CN3NCCCCC2CC3CC34CC4C2)CC1,0.4079,459.72,3.999,3,5
CC1COC2OC2CC2CCC3NCCCNC3C2CNCCC(N)CCCCCCCO1,0.4078,466.71,2.531,4,7
CC1C(O)NC2CCCC3CC1C1CCC4CC4C1C(C)C21CC2(CCCCCCC31)CC2,0.4077,453.76,7.158,2,2
CCC(CNC)C1CC(CC)(CCNCCC2CCC3(CC3)C2)CC1CC,0.4072,376.67,6.015,2,2
NC(O)C1CNCC2CCNCC2C2CNC3CCCCC3CN12,0.4068,337.51,-0.706,5,6
C.CCCCC1CCCCC(CN2C3NCCC4CC(C5CC6CC6C5)CC432)C1,0.4066,400.7,6.455,1,2
CCCC(C1C(C)CCC1CCC1NCNC2NCCC12)C1CS1(O)NC,0.4066,398.66,3.094,5,5
CC.CCC(O)NC12CC(CCC(C)CS3(N)CC3C13NC3CC(C)C)C2F,0.4064,417.68,3.675,4,4
OCCCC1CCCNC1C1CCC(C2NNN3CNC4NCCC4C23)CC1,0.4063,392.59,0.492,6,7
CCCCCCC1(NC2C(C)C3CCC4C(CCC(CCF)C4O)CC32)CC1.N,0.406,410.66,6.039,3,3
CC(C1NC(O)N2CCCC3CC34C3CCCC4C3CC23C24CNC(C2)C143)C1(O)NC2CCC1CC2,0.4057,494.72,2.36,5,6
C.CCS(O)(O)C(C)CC1C2CN2N2CC(C3CCNC4NCCC43)C(NC)N12,0.4044,430.66,1.392,5,8
CC(CN)CCCCCNN1CC2C1NCCC21CN2CCC3CC3CC21.NC1CCCCC1,0.4043,474.78,3.276,4,6
C.CCC1C(CCNC2CCCC3CCCC(C)C3(C)CCC2)CC2C3CCCC4CCN4CC132.F,0.4038,504.86,8.457,1,2
C.CCC1CC2C3CCC3C2C2C(C)C(CC3CCNC3CC34CCCCNCCC3CCCC4)C12,0.4037,496.87,7.921,2,2
CCCCC(CC)CCCC1CC2CCCC(C)C3CC3CCCCCCCCC2N1,0.4034,431.79,9.297,1,1
NCCCCC(O)C1CC2C3CC1N3NN2C1NC2CC3C4CCCCC4C3CC2N1,0.4034,430.64,1.103,5,7
C.CC1C2CCNS3(C)NC3CCCCCCCC2CCCCC2OS21O,0.4032,420.73,6.284,3,4
C.CCC1(CCCCC2CCC(C3NNN4CNC5NCCC5C34)CC2)CC1N.F,0.4031,426.67,2.828,5,6
CCNC1CC1CCCC1CCCC(CC)C2(CCC1)CCCC2CC1C2CNC(C)C1O2,0.403,458.78,6.703,2,3
CC(CC1CCCCCCC2CC2C1)CC1NC2CN3C4CC5C6C7OC7CCCCC(C)C(C)C56C4C123,0.4029,520.85,7.042,1,3
C.CC1CCC2CCC3CCCCC3CCCC3CC45CCCCC4C35C12,0.4024,370.67,8.252,0,0
CCCCCCCC1CCCCC1N(C)NNC1CC2CC3CC3C2N1,0.4024,362.61,4.191,3,4
CC(C)CCCC(C)C(C)CC1CN1C1C2CC3C(CC4C5C6CCCC5C6C34)C21,0.402,409.7,6.722,0,1
CN1CCC2C3CC3C3CC4C5CCNCC6(CC7CC8CCC(CCCC9(C)CC9)CC87C6)CC5C34C2C1,0.4019,530.89,7.629,1,2
CCCCC1CC23C4C(C45CCCCCCC5)C24OC34CC1CCNC1CCN(C(O)CC)C1C,0.4018,484.77,5.872,2,4
CNCCC1C2CN1CC1CCCC12.CSCCC(O)COCCCCCN,0.4017,415.69,2.572,3,6
CC1CCCCNC(O)C2CN3C(NCNC4CC56C7C8C9CCCCC97C85C46)C23CC1,0.4013,438.66,2.466,4,5
C.CC1CCCCCCCCCCC2CC3C4C(NCC4C2C1)NCN3NN,0.4009,393.66,3.971,4,5
CCC(CC1CCC2CC2C1)CC1NC1CCCC1CC12C1CC(C)(CC)C3COC45C(N6C7C6N4C75)N3C12,0.4008,532.82,5.009,1,5
CCCC1CCC23C4CCC1C2(C4CC)C1NC2NC45CC6CCC7CC8CC89CCC(C9)C7C6CC4C25C13,0.4007,526.85,7.384,2,2
CCC(C)CCCCC1CCCNC12NC1C3(CC4CC5CCCCC5C5OC5C413)C2C,0.3999,440.72,5.881,2,3
C.CNC1CCCCCC(CCC2CC(C3CCC45CCC4C5N3)C3C45CC4NC(O)C235)CCCC1,0.3997,497.81,5.595,4,4
CC1CCC23CN4CC4CC2CCCNCCCCCC3C(C(O)NC2CCC3C(C)CC23)C1,0.3997,471.77,5.016,3,4
CCCCC12CC(C)CCCCCC3CC3CC1C2CCC1CC1CCC,0.3996,372.68,8.642,0,0
CCC1C2C(C3C4CCCC5C6CCC(C56)C423)C1C12C(CC13CCCC1(C3)OC1C(C)C)C2C1CO1,0.3994,488.76,6.966,0,2
NCC1CCCC2C1CC1C(NC3C(C4CCNC4)CNC4NCCC43)CCNC12,0.3992,416.66,0.451,6,6
NC1CC(N2CC3C(C4CN43)N2NC2CCC(Cl)CC2)N1C1CCC(CC(F)(F)F)C(O)C1,0.3992,493.02,1.807,3,7
CCCNC(N)CC1(C2CCC3(F)OC3C2)NC1CCCC1CCCCO1,0.3991,383.55,2.976,3,5
CC1C(CCCCCCC(F)F)CCC2NC3CC4CCCC(C4CN)C4CCC3(C21)N4CO,0.3991,481.72,5.143,3,4
CCC1(C(C)(C)C)CC1CC(N)CC1CNC2C3C4CCC5CCC6CC7CCCCC76C2(C1)C3C5C4,0.399,506.86,7.803,2,2
C.CCCCCC1CC1CC1C(CC2C3C45CC6CC6C34C25)CCC2CC21,0.3989,366.63,7.183,0,0
CC1CCCCC1C1CCCCC1CCC1CCCCCC2C3CCCCCCCCC3CCC2(N)C1,0.3988,511.92,10.844,1,1
CC1C(O)N2CCC3C4CCCCCC5CCC6CC6CCCC5CCC5(CCC4C3C12C)CNO5,0.3986,498.8,6.528,2,4
CCC(O)NN1CCC(C2CCC3(C2)C2CC4CC(N4)NC24CC2CN2CC34)OC1,0.3986,417.6,0.808,4,7
CCCCCCCCCC1CCC2C3C4CC(C(C)C)CC4C123,0.3985,316.57,7.082,0,0
C.C.C.C.C.CC.CCC1CN1CCC1CCCCCCCCC1C(C)N.CCCN,0.3983,449.9,8.747,2,3
CCC(CCNC)CC1CC2C3CNCC2C3CCCCCC2CCCC2CCCCCCN1,0.3981,473.83,6.773,3,3
C.CCCC1ON2C(C)NC(CC)C(CCNC(O)(O)CC)CC3C1CNC32,0.3981,400.61,1.962,5,7
CCCC(O)N1CCCCC1CN1OC12CCCC(OC1CCCCN1)OCC2.CN1OC1CCN,0.3977,513.72,2.474,3,10
CC1CCCCCCCC2CC3C(C)CCC4C(CC5CCCCC5CC34)NCC2CC1,0.3965,441.79,8.62,1,1
CC1CNC2(O)C(C1)C(O)C21CNC2(C1)NCNC1CC3C(CC4CCCCC4)C3C12,0.3965,430.64,1.343,6,6
NC1CCC2C1C21CCCC2CCC3C4C5NCC6NC64C35NCNCCC1C2,0.3962,397.61,1.148,5,5
CCCC1(C2C(N)C3CC32)NC1CC1CC1CNCC1C2CCN(C(O)CC)C21,0.3959,402.63,1.755,4,5
CC1CCC1(O)N1CCC(OC2CCCCC(C3NCC(CC4CCC(N5CCN6C7C8OCC86C75)CC4)CN3)CC2)C(F)C1,0.3958,629.91,3.477,3,8
C.CC1CCNCCCC2C(CCC3CC45CCCCCCCCCCCCCCCC4CCC35)C2C1,0.3954,513.94,10.962,1,1
CC.CCC1(O)NC1CCCCNC12CCCNC3C4C(C)C3C4C1CCC2,0.3951,391.64,3.646,4,4
CC1NCC23CC4CCC2(CC(CCC2CCC5CC6C7CCC7C6C5C2)C13)CN(O[SH](C)O)C4,0.3951,502.81,6.142,3,4
CCCCCCCC1CC2CCNNC2C(NCC2CCCCCCCCC2)N1,0.3951,406.7,5.248,4,4
C.CCCCCCC1OC1C1NC2C3NC4C5C(CN34)C25N1C1CC2C3CCNC3C21.O,0.3951,445.65,0.701,3,6
CC.CC1CC1CCCC1CCCC23CC4CCC2CC4C3CCC1CCCCO,0.3948,416.73,8.25,1,1
CC1CCCNCC2CCCC2C2CC3C4CCCOCCC5CC5CC4C3CCC2CC1C,0.3948,469.8,7.57,1,2
CCC1CC1CNCCCC(N)C12CC(CCC1OC)C21CCC2CNCCCCNC1O2,0.3946,462.72,3.009,4,6
C.CC.CCC(C)C1CCCCCCCC2C3CC4CC4C3CCC2C2CC23NC2C(CCC1OC)CC23,0.3944,527.92,9.516,1,2
CC(C)CCC(C)CC1CC2CCC1CC2CCCC1CCCCC1,0.394,346.64,8.252,0,0
CCC(CCOC)CC(C)CC1OC1C1CCC2NC34CCC5CC3C5CC4CC3CC3CC21,0.3939,469.75,6.452,1,3
CCCCCCCCC(NC(C)CCCCC)N1CCC2CC2C1,0.3935,336.61,5.963,1,2
CCCNCC(N)CCC1CCC(N2CCC3NC4C(C5CCOCC5)CC34C(CC)C2)CCOC1,0.3934,504.8,3.784,3,6
C.CC1OC1C1CCC2CC3CC34C3CCC56C7C8CCCCC85C76CC3CC4C34CC23C14,0.3931,444.7,7.095,0,1
CCCC1CCCCC1CCC12CCC1CC(C1CC13CC3C13CCC(C)C1C3)S2,0.393,426.75,8.49,0,1
C.C.C.CCCCCC1CCC(NCC2CCC(F)CC2)CCN1CCC(C)O,0.3929,418.73,6.587,2,3
NCCC1(N2CC(NC3CCCCC3)C(C(N)O)C2)CCC2CCCCC2OCCCN1,0.3924,451.7,1.88,5,7
C.CC(O)C(CNC1CCCCCC1)CN1C(CCCC2OC2C)C2NCC21,0.3922,395.63,2.914,3,5
CCC1CCCCCCCCC12CCOC(C)(CCC1CC3CCCCC3C1)C1C3CNN(S3)C12,0.392,502.85,8.144,1,4
CCCC1CCC2(CN1)CC(C1CCC34CNC5CCC5C3[SH]14)NN2,0.3916,364.6,1.81,5,4
CCC(O)NC1(C)CC(CC2CCCCC3NC(NC4C5NC(C)C54)N23)C1CF,0.3912,409.59,1.465,5,6
CCC1CCC(CNC(CCC(O)OCN)CC2C(CC)CC3CC32)CN1,0.391,381.61,2.827,4,5
CCCC1C2(CCNC(O)CC)C3CC34CCCC3CC3CCC3CCC5CC5C5CC35CC142,0.391,465.77,7.16,2,2
CN1CCCC2CCCC3C4CC5CCCCCCCCC6CC6CC6CC56CN4C3C2C1,0.3909,452.77,6.984,0,2
CCC12C(CCCNCCNC3C4N3CC3CCC5C6CCNCC6CC354)CC1C2C,0.3908,426.69,3.294,3,4
C.C.CCC1NC(C)CC1NC12CC13CC1C4C56CCCN(C(O)C7CC78CCC7(C)CC78)CC5NCC6C14N32,0.3907,551.86,3.749,4,6
C.CC(C)N(C)C1CCC2CCOCCC3CC3(C)C34C5CCC6C7CCC8C9COC9C8C7C63C5CNCCC3NC(NCN21)C34,0.3907,650.01,4.974,3,7
CCC(CCCCCCC1CCC2CC2C2CC3C4CC5CC5C3C4C12)OC,0.3907,384.65,6.952,0,1
C.C.CC1CCCCC1CC(O)NC1CCCC(C2CCCN(C3NCNC4CCCC43)C2)C1,0.3904,478.81,5.299,4,5
CCC(CCCC(C)(C)C)C1NC1C1CC2CC(CCC3CC4CCCCC43)CC2N1,0.3903,428.75,6.933,2,2
C.CCC(O)CC1C2CCC3CCCCCCCCNCC4CCCCC4C3C1C2CCC(C)C,0.3903,489.87,8.865,2,2
CC.CCC1CCCCCCCC2CC(CN3C(C)CCCCCCCC3C)CCCC2CCNCC1.O,0.3901,536.97,9.574,1,2
CC12CC3C4(C5CCC(N6NN7C89CCC(C(O)C68)C6CCN(NCN)C679)CC54)C31C2,0.39,424.59,0.583,4,7
CCC1CCCCCCCCN1C1CCCC2(C1C)C1CC(C(N)O)C3NC(C4CC5OC5O4)CN3C12,0.39,516.77,3.395,3,7
CCC(O)N1CCC2C(CCCCC3CCC4CCC(CC5CC5)CCC34)CC2C1C,0.39,429.73,7.254,1,2
CC(CCN)CCC1C2CC34CC5C6N7C8NC86C6CC(NC(O)C6C)C76C7NC7C56C3C124,0.3897,449.64,0.415,5,6
CCCCC1CCCC2CCC3NNCCCCCCCCC4CCCCCCCC4C3C2CC1CC,0.3897,514.93,10.219,2,2
C.CC(N)C1CCCCC1C1CC2NC3CCC4CC5CCCC5CCCCC4C3C2C1CCN1CO1,0.3892,513.86,6.986,2,4
C.CCC(O)N1CCC2CC34CCCCCC5C(CC3C2CC1C)CN1CCC(C2CCCCC2)SC1C54,0.3891,544.93,8.018,1,4
C.CCCNCCCCC(C)CCCC12C3C4CCC1(CC)C(C4)C32,0.3886,347.63,6.671,1,1
CCCCCN1CNCNC(O)CC(C2CCC34CN5OC5C5(COC)C(CC)C35C24)C1,0.3883,448.65,2.183,3,7
C.CC(C)CCC1CN1S(O)(O)CC1CC(N(C)C2NCNC3NCCC32)C1,0.3883,417.66,2.531,5,7
CC(O)N1C2CC34C(CC5NCNC6NC78CCC9C%10%11CC%10C%11C97C8C563)C(CN2)N14,0.3878,408.55,-0.833,5,7
NCC1CCC(CNCC2CCC(C3NNN4CNC5NCCC5C34)CC2)CC1,0.3878,405.64,0.706,6,7
CCC(CC1C(N)C2N3CC4CC4CCCC123)NCCCCN(C)CCC1CC1,0.3876,402.67,3.457,2,4
CC1CC2C3CC45CCCC6CC6C67C8C9CCC6(C94C3C2N1CBr)C857.Cl,0.3874,448.88,5.322,0,1
C.CCCCCCCCCCCCCC(C)C1NCNC2NCCC21,0.3872,353.64,5.414,3,3
CCCC1NC2CCCC3CC4C5CCCCCCCNC4C5C3CC2N1.CCCCCC,0.3868,459.81,7.014,3,3
CC1CCNC2CCC3C4CCCCC5CCCCC(CC6CCCC6)CCC5CCCCC3C4CN2C1,0.3868,524.92,9.434,1,2
CCC(CC1N2CNCN(N3C(CC)C3CCC3CC3C(C)O)N12)C1CN1CCCC1CC1,0.3865,460.71,3.046,2,7
C.CCC(O)C1CC1C1CCCCCC2CCCCCCC3CC3CCCCCCC23CCCCC3CC1,0.3859,528.95,11.514,1,1
CCC12C3C(CC4CCC5C(C4)C4CC54C)CN1C14CCC5(C(O)OC(C)(C)C)C(C)C1(CN)C5C24NC3N,0.3856,538.82,3.663,4,6
C.CCCC1CC1CCC12CCC(CC3CCC4NC4CCN4C5CCCCCC5C4C3)C1C2,0.3854,468.81,7.809,1,2
